tx,ty,tz,sx,sy,sz,s_roll,s_pitch,s_yaw
-0.042946308851242065,-0.062334075570106506,1.2280629873275757,-0.07423828815087208,-0.07118882564683987,1.2279324558738978,1.392286128762065,0.01587917245224297,-0.05416169458424349
-0.042653195559978485,-0.06447416543960571,1.2272229194641113,-0.06978755283840554,-0.07386201366366424,1.229075238453168,1.3943729026195784,0.004532182319674084,-0.06917495066318277
-0.042939215898513794,-0.06235084682703018,1.2280596494674683,-0.06684364464068693,-0.0781453032005304,1.2306234581547884,1.3901441350463053,-0.045310820053216364,-0.07725053577847911
-0.04266273230314255,-0.0645136684179306,1.2271947860717773,-0.06815158129960469,-0.07639521956266035,1.2304871353794422,1.384839128939662,-0.019970910488644033,-0.06925048787489163
-0.0429481603205204,-0.06238719820976257,1.2280341386795044,-0.07294779339155007,-0.07633630887178812,1.2302734156601067,1.3805899500057517,-0.05275172697027536,-0.052857166911096244
-0.04266953468322754,-0.06452550739049911,1.2271822690963745,-0.07143858548557779,-0.07597211521687008,1.2294385937571264,1.3716257370277556,-0.06080037718113881,-0.059400779082538505
-0.042954035103321075,-0.06237868219614029,1.2280329465866089,-0.06935839768369167,-0.07688886370259296,1.2278851249499785,1.3537094160916723,-0.05089683227741648,-0.07156448081861347
-0.04267538711428642,-0.06453824043273926,1.2271709442138672,-0.0776735773548324,-0.07660172870317082,1.2351068043240718,1.3754239106295705,-0.015252236934777218,-0.05049593372886155
-0.042959652841091156,-0.062408775091171265,1.2280133962631226,-0.08010948630030032,-0.07806586333903788,1.239555667046819,1.3837295447557323,-0.03546736723477156,-0.05750169466500701
-0.04268016666173935,-0.06456467509269714,1.2271535396575928,-0.07557886139013704,-0.07943914795933156,1.2380643830744633,1.3716107683872836,-0.04599793328619044,-0.07416047687760252
-0.04296401888132095,-0.06243208423256874,1.2279982566833496,-0.07448129766521816,-0.07838774510412107,1.2406588339068916,1.3797658718718064,-0.035088991624862724,-0.06973766180065381
-0.042684406042099,-0.06382256746292114,1.2275283336639404,-0.06973477466788269,-0.08047874075237771,1.2388012064024851,1.3666929614068393,-0.04697886790341931,-0.09083121953729968
-0.04296509921550751,-0.06173024699091911,1.2283462285995483,-0.06625464711577711,-0.08161948622190757,1.2387150491891348,1.3672807328395065,-0.05033550442299484,-0.10004652683584787
-0.0426848903298378,-0.06397010385990143,1.227453351020813,-0.07323396174518881,-0.07833116019613977,1.2375419918576689,1.3787272503965444,-0.005216298917379125,-0.07300478319203418
-0.042968228459358215,-0.06190614774823189,1.2282565832138062,-0.07459357420104917,-0.07648537210772668,1.2297192412878677,1.3658882891022968,-0.009813486152519642,-0.07129652646713358
-0.0426875576376915,-0.06412428617477417,1.227372646331787,-0.07225461847842869,-0.07518970039915301,1.226608175405755,1.366270256740331,-0.020972365958010976,-0.07556444346590775
-0.04297066852450371,-0.0620424747467041,1.2281869649887085,-0.0700900404021602,-0.07656443122516504,1.22936021642944,1.3814048516932214,-0.015975220260746426,-0.07409396159960079
-0.04268961399793625,-0.06424379348754883,1.227310061454773,-0.06733566697215587,-0.07818828783192243,1.2306930764719644,1.3939545859020275,-0.02102565360760787,-0.08312633957310737
-0.04297254979610443,-0.06214814633131027,1.228132963180542,-0.07179678790578618,-0.07642688866625144,1.2338153335095918,1.4132289055585507,-0.003996525922853627,-0.06807735343458937
-0.04269121587276459,-0.06433641910552979,1.2272613048553467,-0.0725789646217394,-0.0759286365715061,1.2390082164700822,1.432244560953783,-0.014903193832882038,-0.07153566732768736
